id,title,model_year,cost,url,category,sub_category
484991,Merida Big Nine 40-d 2019 L 29'',380 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484991/merida-big-nine-40-d-2019-l-29.html,horske-bicykle,pevne-a-hardtail
4461617,Kross Hexagon 6.0 - 2018,320 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461617/kross-hexagon-60-2018.html,horske-bicykle,pevne-a-hardtail
483840,Dema Ferrara 29 Carbon,1390 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483840/dema-ferrara-29-carbon.html,horske-bicykle,pevne-a-hardtail
483696,Predám Bicykel Specialized Rockhopper Comp 29 2x Smoke/black 2021,670 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483696/-predam-bicykel-specialized-rockhopper-comp-29-2x-smoke-black-2021.html,horske-bicykle,pevne-a-hardtail
4461600,Rock Machine Torent 70 Ram Xxl 2020,850 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461600/rock-machine-torent-70-ram-xxl-2020.html,horske-bicykle,pevne-a-hardtail
480073,"Predám Juniorský Horský Bicykel Attack Eagle,kolesá 24""",35 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/480073/predam-juniorsky-horsky-bicykel-attack-eaglekolesa-24.html,horske-bicykle,pevne-a-hardtail
482104,Merida Big Nine Lite 700,1300 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482104/merida-big-nine-lite-700.html,horske-bicykle,pevne-a-hardtail
481915,Marin Bobcat Trail 3/29 Veľ. L,700 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481915/marin-bobcat-trail-3-29-vel-l.html,horske-bicykle,pevne-a-hardtail
482785,"29 Marin Usa, Bobcat Trail 4 Disc, Veľkosť L",639 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482785/29-marin-usa-bobcat-trail-4-disc-velkost-l.html,horske-bicykle,pevne-a-hardtail
4461571,Cube,450 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461571/cube.html,horske-bicykle,pevne-a-hardtail
470244,Yeti Arc Turq Carbon 29 Eagle Axs,4600 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/470244/yeti-arc-turq-carbon-29-eagle-axs.html,horske-bicykle,pevne-a-hardtail
482593,Ibis Dv9 Carbon 29,2799 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482593/ibis-dv9-carbon-29.html,horske-bicykle,pevne-a-hardtail
484847,Dema Energy 11.0,699 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484847/dema-energy-110.html,horske-bicykle,pevne-a-hardtail
481702,"Gt Zaskar 28 Carbon Comp 2020, Matna Cierna",2699 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481702/gt-zaskar-28-carbon-comp-2020-matna-cierna.html,horske-bicykle,pevne-a-hardtail
470478,"Ht Enduro Ns Bikes Eccentric Alu Evo 27.5'' Custom Hope, Veľkosť L",1490 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/470478/ht-enduro-ns-bikes-eccentric-alu-evo-275-custom-hope-velkost-l.html,horske-bicykle,pevne-a-hardtail
484738,Predam Ht Merida Big Seven Cf 3000 Ud,1900 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484738/predam-ht-merida-big-seven-cf-3000-ud.html,horske-bicykle,pevne-a-hardtail
481198,Pells Razzer 29 - 1x12,970 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481198/pells-razzer-29-1x12-.html,horske-bicykle,pevne-a-hardtail
4461541,Ghost Kato Advanced 29,680 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461541/ghost-kato-advanced-29.html,horske-bicykle,pevne-a-hardtail
4461539,"Cube Reaction C:62 One Red´n´white,xl Karbónový,zÁruka NovÝ",1599 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461539/cube-reaction-c62-one-rednwhitexl-karbonovyzaruka-novy.html,horske-bicykle,pevne-a-hardtail
477497,Súrne Predám Stuf 27.5,370 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/477497/-surne-predam-stuf-275.html,horske-bicykle,pevne-a-hardtail
4461518,Skladaci Bicykel Dahon Matrix,640 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461518/skladaci-bicykel-dahon-matrix.html,horske-bicykle,pevne-a-hardtail
474282,Cannondale Lefty Carbon F29 2015 Xl Top Stav,1200 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/474282/cannondale-lefty-carbon-f29-2015-xl-top-stav.html,horske-bicykle,pevne-a-hardtail
477570,"Merida 26""",170 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/477570/merida-26.html,horske-bicykle,pevne-a-hardtail
4461506,Predam Canyon Exceed Cf Sl 7.0 Pro Race,2490 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461506/predam-canyon-exceed-cf-sl-70-pro-race.html,horske-bicykle,pevne-a-hardtail
485343,Cube Attention 2021 L/19,780 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/485343/cube-attention-2021-l-19.html,horske-bicykle,pevne-a-hardtail
484610,Scott Scale 950,950 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484610/scott-scale-950-.html,horske-bicykle,pevne-a-hardtail
4461128,Specialized Chisel Comp 2020 L,1190 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461128/specialized-chisel-comp-2020-l-.html,horske-bicykle,pevne-a-hardtail
476022,"Trek Procaliber 9.7 2017 Rám 21,5” Kolesá 29”",1750 €,2017,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/476022/trek-procaliber-97-2017-ram-215-kolesa-29.html,horske-bicykle,pevne-a-hardtail
482772,Scott Voltage Yz40,200 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482772/scott-voltage-yz40.html,horske-bicykle,pevne-a-hardtail
4461491,Trek Roscoe 2020 L,899 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461491/trek-roscoe-2020-l-.html,horske-bicykle,pevne-a-hardtail
4461488,Specialized Rockhoper Sport 2020,500 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461488/specialized-rockhoper-sport-2020-.html,horske-bicykle,pevne-a-hardtail
4461486,Cube Aim Race 2020,490 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461486/cube-aim-race-2020.html,horske-bicykle,pevne-a-hardtail
4461484,Kellys Hacker 90,3400 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461484/kellys-hacker-90.html,horske-bicykle,pevne-a-hardtail
474091,"Kellys Madman 30, 26"", Xxs",320 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/474091/kellys-madman-30-26-xxs.html,horske-bicykle,pevne-a-hardtail
476062,Trek Stache 9,1450 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/476062/trek-stache-9-.html,horske-bicykle,pevne-a-hardtail
481480,Predám Orbea Laufey H-ltd,1799 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481480/predam-orbea-laufey-h-ltd-.html,horske-bicykle,pevne-a-hardtail
475060,Gt Avalanche Elite,499 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/475060/gt-avalanche-elite.html,horske-bicykle,pevne-a-hardtail
483187,Genesis B-max,320 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483187/genesis-b-max.html,horske-bicykle,pevne-a-hardtail
485234,29´´ Trek Marlin 7 Veľkosť M/l,599 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/485234/29-trek-marlin-7-velkost-m-l.html,horske-bicykle,pevne-a-hardtail
4461439,"29´´ Scott Aspect 950 3/2020, Veľ.m",399 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461439/29-scott-aspect-950-3-2020-velm.html,horske-bicykle,pevne-a-hardtail
4461431,"Ragley Bigwig 29 Vel M ,ht Enduro",2100 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461431/ragley-bigwig-29-vel-m-ht-enduro.html,horske-bicykle,pevne-a-hardtail
483143,Octane One,790 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483143/octane-one.html,horske-bicykle,pevne-a-hardtail
481827,Ctm Zephyr Xpert,700 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481827/ctm-zephyr-xpert-.html,horske-bicykle,pevne-a-hardtail
4461427,Bicykel,50 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461427/bicykel.html,horske-bicykle,pevne-a-hardtail
475581,Specialized Epic Ht 1x12 Sram Eagle Axs,2899 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/475581/specialized-epic-ht-1x12-sram-eagle-axs.html,horske-bicykle,pevne-a-hardtail
480116,Ktm Myroon 29” Carbon Veľ. M,1899 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/480116/ktm-myroon-29-carbon-vel-m.html,horske-bicykle,pevne-a-hardtail
484688,"Ctm Rambler 2.0 L 29""",640 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484688/ctm-rambler-20-l-29.html,horske-bicykle,pevne-a-hardtail
471634,Kellys Hacker 50 M,1300 €,2017,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/471634/kellys-hacker-50-m.html,horske-bicykle,pevne-a-hardtail
474530,"Corratec  2005  Cr - Mo  .veľkosť  18""",150 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/474530/corratec-2005-cr-mo-velkost-18.html,horske-bicykle,pevne-a-hardtail
484589,Giant Xtc Advanced 1,1400 €,2016,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484589/giant-xtc-advanced-1.html,horske-bicykle,pevne-a-hardtail
4461408,Ctm Quadra 3.0,150 €,2013,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461408/ctm-quadra-30.html,horske-bicykle,pevne-a-hardtail
481525,Ctm Rascal 4.0 2020,1130 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481525/ctm-rascal-40-2020.html,horske-bicykle,pevne-a-hardtail
4461388,Merida Big.seven 500 D,750 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461388/merida-bigseven-500-d.html,horske-bicykle,pevne-a-hardtail
484086,Specialized Chisel Comp 2021 - M,1550 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484086/specialized-chisel-comp-2021-m.html,horske-bicykle,pevne-a-hardtail
4460869,Cube Access Ws,375 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4460869/cube-access-ws.html,horske-bicykle,pevne-a-hardtail
476274,Cube Elite C:62 Pro 29,1100 €,2017,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/476274/cube-elite-c62-pro-29.html,horske-bicykle,pevne-a-hardtail
477614,Predám Ctm Flag 1.0 2018,220 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/477614/predam-ctm-flag-10-2018.html,horske-bicykle,pevne-a-hardtail
482629,Specialized Epic Comp Carbon Velkosť L,1800 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482629/specialized-epic-comp-carbon-velkost-l.html,horske-bicykle,pevne-a-hardtail
481754,Custom 29er,3000 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481754/custom-29er.html,horske-bicykle,pevne-a-hardtail
482369,Rock Machine Blizz 27 Hd Ltd,850 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482369/rock-machine-blizz-27-hd-ltd.html,horske-bicykle,pevne-a-hardtail
4461337,Custom Full Carbon Rockmachine Bliz Crb 90-29,3000 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461337/custom-full-carbon-rockmachine-bliz-crb-90-29-.html,horske-bicykle,pevne-a-hardtail
4461335,Horský Bicykel Cube,750 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461335/horsky-bicykel-cube-.html,horske-bicykle,pevne-a-hardtail
473511,"Force Epigoni 29""",1200 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/473511/force-epigoni-29.html,horske-bicykle,pevne-a-hardtail
4461295,Mondraker Chrono Carbon R 2021,2100 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461295/mondraker-chrono-carbon-r-2021.html,horske-bicykle,pevne-a-hardtail
484004,Focus Raven 650b Carbon,1250 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484004/focus-raven-650b-carbon.html,horske-bicykle,pevne-a-hardtail
483751,Cube Attention 29,530 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483751/cube-attention-29.html,horske-bicykle,pevne-a-hardtail
4461279,Predám Hardtail Dema Scaleo 7.0,1690 €,2015,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461279/predam-hardtail-dema-scaleo-70.html,horske-bicykle,pevne-a-hardtail
485204,Specialized Rockhopper Expert 29 Silver Dust/black Holographic 2021 L,1490 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/485204/specialized-rockhopper-expert-29-silver-dust-black-holographic-2021-l.html,horske-bicykle,pevne-a-hardtail
483363,Specialized Rockhopper Sport 29 White Mountains/dusty Turquoise 2021 L,580 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483363/specialized-rockhopper-sport-29-white-mountains-dusty-turquoise-2021-l.html,horske-bicykle,pevne-a-hardtail
481682,"Scott Scale 770 ""m"" V Záruke",1050 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481682/scott-scale-770-m-v-zaruke.html,horske-bicykle,pevne-a-hardtail
471034,Haibike Life 7.30 Purple (2015),650 €,2015,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/471034/haibike-life-730-purple-2015.html,horske-bicykle,pevne-a-hardtail
4461218,Bombtrack Beyond Xl,2000 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461218/bombtrack-beyond-xl.html,horske-bicykle,pevne-a-hardtail
479153,Predám Maxbike Tana,800 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/479153/predam-maxbike-tana.html,horske-bicykle,pevne-a-hardtail
4461202,Scott Aspect 910,820 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461202/scott-aspect-910.html,horske-bicykle,pevne-a-hardtail
483047,Btwin Rockrider 560,480 €,2017,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483047/btwin-rockrider-560.html,horske-bicykle,pevne-a-hardtail
470755,Kellys Magnus,490 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/470755/kellys-magnus.html,horske-bicykle,pevne-a-hardtail
469718,Scott Scale 760,760 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/469718/scott-scale-760.html,horske-bicykle,pevne-a-hardtail
470439,Vedora Camouflage,270 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/470439/vedora-camouflage.html,horske-bicykle,pevne-a-hardtail
470756,Kona Blast Deluxe,390 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/470756/kona-blast-deluxe.html,horske-bicykle,pevne-a-hardtail
472542,"Focus Evo 27,5""",560 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/472542/focus-evo-275.html,horske-bicykle,pevne-a-hardtail
484944,Dirt Parade Cocaine,200 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484944/-dirt-parade-cocaine.html,horske-bicykle,pevne-a-hardtail
4461189,Predám Dva Bicykle Na Súčiastky,200 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461189/predam-dva-bicykle-na-suciastky.html,horske-bicykle,pevne-a-hardtail
480055,Predám Cannondale Trail 6,530 €,2019,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/480055/predam-cannondale-trail-6.html,horske-bicykle,pevne-a-hardtail
476585,Cube Reaction C:62 Pro,2099 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/476585/cube-reaction-c62-pro.html,horske-bicykle,pevne-a-hardtail
470653,Kellys Spider 30 Veľkosti S,800 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/470653/kellys-spider-30-velkosti-s.html,horske-bicykle,pevne-a-hardtail
4461183,Merida Matts  Tfs 500..xc Trail,430 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461183/merida-matts-tfs-500xc-trail.html,horske-bicykle,pevne-a-hardtail
471890,Ghost Kato X6.9,1100 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/471890/ghost-kato-x69.html,horske-bicykle,pevne-a-hardtail
482352,Ghost Lector 1 Lc Xs,1250 €,2017,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/482352/ghost-lector-1-lc-xs.html,horske-bicykle,pevne-a-hardtail
483788,Horský Bicykel Cube Acid 29er,550 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483788/horsky-bicykel-cube-acid-29er-.html,horske-bicykle,pevne-a-hardtail
4461163,Dema Adro 5.0,850 €,2016,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461163/dema-adro-50.html,horske-bicykle,pevne-a-hardtail
4461153,Gt Zaskar Lt 29 Expert 2021 M,1500 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461153/gt-zaskar-lt-29-expert-2021-m.html,horske-bicykle,pevne-a-hardtail
4461148,Ctm Zephyr 2020 (l),530 €,2020,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461148/ctm-zephyr-2020-l.html,horske-bicykle,pevne-a-hardtail
484803,Ghost Tacana 7,420 €,2016,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/484803/ghost-tacana-7-.html,horske-bicykle,pevne-a-hardtail
4461140,"Superior Xp 979, Model 2021",2100 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461140/superior-xp-979-model-2021.html,horske-bicykle,pevne-a-hardtail
481635,Ktm Myroon 29” X01 Veľ. L Custom,1800 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481635/ktm-myroon-29-x01-vel-l-custom.html,horske-bicykle,pevne-a-hardtail
4461103,Doma Deor Ultimate,299 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461103/doma-deor-ultimate.html,horske-bicykle,pevne-a-hardtail
4461101,Ghost Kato 2.7 2018 Vel. L 175-190,270 €,2018,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461101/ghost-kato-27-2018-vel-l-175-190.html,horske-bicykle,pevne-a-hardtail
483894,"Ctm Zephyr 29, Veľkost M - 18´´",550 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/483894/ctm-zephyr-29-velkost-m-18.html,horske-bicykle,pevne-a-hardtail
481064,Marin San Quentin 1,700 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/481064/marin-san-quentin-1.html,horske-bicykle,pevne-a-hardtail
4461060,"26"" Bike Maxbike Lady",280 €,2021,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461060/26-bike-maxbike-lady.html,horske-bicykle,pevne-a-hardtail
4461056,"Mullet Dirt 27,5",150 €,not defined,https://www.mtbiker.sk/bazar/bicykle/horske-bicykle/pevne-a-hardtail/4461056/mullet-dirt-275.html,horske-bicykle,pevne-a-hardtail
